artist,avg_pop,avg_duration,avg_temp,avg_energy,avg_danceability,avg_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,rating_np,rating_ps,rating_pk,rating_hi,rating_svm
James Blake,38,242249,121.77,0.42,0.56,-11.09,0.12,0.21,0.65,0.15,0.25,,,9,,
James Blunt,58,242379,112.76,0.53,0.58,-8.18,0.03,0,0.47,0.11,0.4,,,,,
James Booker,28,154400,114.59,0.54,0.72,-8.94,0.04,0,0.87,0.2,0.87,,,,,
James Brown,26,234115,113.57,0.72,0.79,-7.06,0.11,0.06,0.33,0.16,0.78,,,,,
James Brown & The Famous Flames,22,176402,112.81,0.59,0.62,-6.62,0.08,0.01,0.49,0.25,0.69,,,,,
James Carr,27,156429,117.12,0.56,0.6,-7.49,0.07,0,0.44,0.12,0.74,,,,,
James Carter,56,140399,119,0.76,0.75,-6.33,0.07,0.01,0.12,0.15,0.66,,,,,
James Cleveland,21,252208,127.43,0.66,0.44,-9.7,0.12,0.07,0.65,0.27,0.55,,,,,
James Cotton,22,201278,146.22,0.72,0.42,-5.97,0.08,0.13,0.34,0.16,0.65,,,,,
James Curd,23,318012,124.75,0.6,0.83,-7.14,0.06,0.54,0.01,0.08,0.53,,,,,
James Egbert,36,225768,128.02,0.9,0.6,-3.29,0.06,0,0.01,0.12,0.32,,,,,
James Ferraro,24,159702,120.76,0.7,0.47,-4.92,0.07,0.44,0.53,0.11,0.58,,,,,
James Fortune,25,280868,109.59,0.71,0.43,-5.6,0.11,0,0.21,0.23,0.43,,,,,
James Gang,44,230740,96.79,0.89,0.63,-7.7,0.06,0.51,0.03,0.12,0.81,,,,,
James Hand,22,173566,123.41,0.61,0.64,-7.88,0.04,0,0.44,0.22,0.82,,,,,
James Heather,40,202700,99.43,0.08,0.24,-25.09,0.04,0.86,0.97,0.11,0.07,,,,,
James Hersey,44,199548,116.67,0.58,0.81,-10.23,0.06,0.23,0.2,0.1,0.45,,,,,
James Holden,29,348034,130.42,0.59,0.61,-11.13,0.08,0.85,0.26,0.2,0.36,,,,,
James Hunter,28,178840,117.36,0.42,0.78,-9.87,0.09,0,0.6,0.11,0.83,,,,,
James Hype,48,190505,124.8,0.88,0.76,-5.67,0.08,0.23,0.06,0.15,0.56,,,,,
James K,26,217333,118.32,0.41,0.41,-13.85,0.05,0.65,0.48,0.18,0.19,,,,,
James Labrie,18,292126,110.12,0.9,0.5,-5.04,0.08,0,0,0.12,0.38,,,,,
James Leg,24,212688,139.68,0.87,0.37,-7.49,0.08,0.38,0.09,0.22,0.4,,,,,
James Marriott,53,201105,155.16,0.79,0.56,-5.92,0.06,0,0.16,0.27,0.57,,,,,
James McMurtry,25,311680,122.3,0.63,0.5,-8.01,0.03,0.06,0.35,0.24,0.5,,,,,
James Morrison,32,235902,107.32,0.59,0.51,-6.69,0.04,0,0.31,0.15,0.45,,,,,
James Moss,24,259355,113.85,0.66,0.48,-5.91,0.09,0,0.44,0.27,0.46,,,,,
James Otto,26,230185,116.95,0.61,0.64,-5.96,0.03,0,0.2,0.18,0.55,,,,,
James Smith Alcindor,17,343295,143.12,0.61,0.41,-8.62,0.04,0,0.67,0.21,0.39,,,,,
James Taylor,21,204949,118.02,0.29,0.56,-13.82,0.04,0.02,0.72,0.13,0.42,,,,,
James Todd,21,332717,105.41,0.17,0.2,-15.46,0.03,0.87,0.98,0.11,0.2,,,,,
James TW,60,212015,129.76,0.47,0.6,-7.41,0.05,0,0.4,0.13,0.45,,,,,
James Vickery,45,188228,102.64,0.45,0.61,-9.48,0.11,0,0.4,0.2,0.42,,,8,,
James Vincent McMorrow,23,234136,116.29,0.36,0.57,-10.77,0.08,0.06,0.74,0.14,0.34,,,8,,
James Woods,23,389584,127.02,0.55,0.7,-12.03,0.06,0.86,0.05,0.07,0.43,,,,,
Jameson Rodgers,43,197157,129.44,0.77,0.54,-5.19,0.04,0,0.14,0.15,0.48,,,,,
Jamestown Story,27,274940,101.76,0.38,0.51,-8.83,0.03,0,0.5,0.13,0.31,,,,,
Jamey Johnson,33,247751,108.44,0.44,0.56,-10,0.04,0.05,0.4,0.19,0.36,,,,,
Jamie Berry,47,243606,116.26,0.77,0.79,-6.31,0.13,0.24,0.12,0.23,0.7,,,,,
Jamie Foxx,33,231445,124.71,0.56,0.66,-7.74,0.13,0,0.25,0.19,0.48,,,,,
Jamie Grace,36,213233,115.65,0.75,0.67,-4.14,0.05,0,0.26,0.18,0.63,,,,,
Jamie Isaac,39,223394,121.21,0.52,0.64,-8.96,0.1,0.23,0.4,0.11,0.51,,,,,
Jamie Jones,28,340958,125.93,0.71,0.79,-9.35,0.06,0.71,0.01,0.11,0.53,,,,,
Jamie Lewis,32,474480,124.67,0.78,0.81,-6.35,0.05,0.31,0,0.04,0.77,,,,,
Jamie Lidell,28,240284,122.18,0.51,0.64,-8.21,0.12,0,0.34,0.2,0.5,,,,,
Jamie Miller,61,171822,107.7,0.51,0.58,-5.97,0.08,0,0.45,0.16,0.42,,,,,
Jamie N Commons,29,200740,118.5,0.62,0.55,-6.55,0.07,0.01,0.19,0.16,0.34,,,,,
Jamie O'Neal,38,231040,146.57,0.66,0.46,-5.76,0.05,0,0.21,0.17,0.42,,,,,
Jamie Principle,18,258040,123.31,0.69,0.74,-7.84,0.06,0.37,0.18,0.08,0.79,,,,,
Jamie Woon,37,275714,112.25,0.41,0.76,-10.56,0.07,0.15,0.49,0.11,0.45,,,,,
Jamie xx,44,283369,121.96,0.63,0.65,-10.33,0.12,0.58,0.28,0.22,0.35,,,,,
Jamie's Elsewhere,28,212028,135.5,0.96,0.39,-3.76,0.12,0,0.03,0.32,0.39,,,,,
Jamila Woods,39,213248,113.07,0.55,0.64,-8.45,0.09,0.07,0.44,0.2,0.49,,,,,
Jamilah Barry,47,198704,123.05,0.56,0.6,-7.63,0.14,0,0.34,0.14,0.33,,,,,
Jamily,41,251217,113.82,0.34,0.52,-12.81,0.03,0,0.6,0.15,0.31,,,,,
Jamiroquai,41,254858,119.8,0.8,0.71,-6.52,0.08,0.04,0.11,0.16,0.71,,,,,
Jamoa Jam,26,198546,131.84,0.62,0.71,-6.58,0.08,0,0.39,0.19,0.73,,,,,
Jan & Dean,20,141414,137.25,0.58,0.61,-12.21,0.05,0,0.44,0.21,0.89,,,,,
Jan Akkerman,26,376475,95.91,0.49,0.48,-9.15,0.04,0.7,0.52,0.87,0.28,,,,,
Jan Biggel,37,208391,115.53,0.89,0.86,-4.04,0.08,0,0.23,0.26,0.96,,,,,
Jan Blomqvist,37,320929,120.62,0.59,0.7,-10.93,0.05,0.59,0.08,0.16,0.26,,,,,
Jan Jelinek,25,324323,124.19,0.4,0.54,-16.71,0.11,0.86,0.4,0.14,0.22,,,,,
Jan Johansen,38,184667,150.37,0.7,0.45,-5.4,0.03,0,0.04,0.13,0.22,,,,,
Jan Lundgren Trio,22,203387,76.92,0.03,0.51,-18.76,0.06,0.93,0.99,0.15,0.08,,,,,
Jan Vercauteren,36,369341,148.49,0.96,0.57,-7.5,0.06,0.84,0,0.26,0.46,,,,,
Jana Kramer,33,201476,132.09,0.63,0.58,-5.59,0.04,0,0.28,0.14,0.42,,,,,
Jane Leslie,29,191007,85.46,0.05,0.38,-24.08,0.04,0.92,0.99,0.1,0.17,,,,,
Jane XØ,33,209243,134.68,0.62,0.53,-5.68,0.06,0,0.17,0.1,0.25,,,,,
Janelle Monáe,36,230203,125.04,0.62,0.62,-8.6,0.09,0.03,0.21,0.21,0.48,,,,,
Jane's Addiction,29,253259,115.28,0.82,0.44,-5.6,0.07,0.04,0.06,0.29,0.35,,,,,
Janet Jackson,29,239132,108.9,0.68,0.7,-6.92,0.11,0.03,0.25,0.24,0.61,,,,,
Janet Paschal,21,239413,92.6,0.37,0.42,-10.29,0.03,0,0.61,0.33,0.3,,,,,
Jang Beom June,35,221915,115.83,0.63,0.59,-4.67,0.03,0,0.33,0.18,0.5,,,,,
Janice Gaines,20,302767,136.07,0.54,0.43,-5,0.05,0,0.72,0.17,0.31,,,,,
Janie Becker,26,175898,119.64,0.16,0.44,-21.67,0.05,0.94,0.97,0.11,0.29,,,,,
Janine,36,218663,114.59,0.41,0.6,-9.72,0.06,0.02,0.51,0.15,0.25,,,,,
Janine Teñoso,44,236046,120.14,0.36,0.56,-9.32,0.06,0.02,0.63,0.11,0.28,,,,,
Janis Crunch,22,104810,111.81,0.16,0.44,-18.64,0.1,0.9,0.99,0.12,0.17,,,,,
Janis Ian,17,206027,83.09,0.17,0.55,-14.7,0.03,0,0.95,0.11,0.22,,,,,
Janis Joplin,35,215144,120.07,0.4,0.5,-12,0.08,0.08,0.62,0.18,0.51,,,,,
Janis Martin,20,139920,143.88,0.67,0.59,-6.54,0.09,0,0.75,0.15,0.94,,,,,
Janiva Magness,23,218999,116.71,0.56,0.56,-7.61,0.06,0,0.46,0.14,0.45,,,,,
Janji,50,200140,125.38,0.78,0.59,-3.61,0.03,0.25,0.06,0.15,0.28,,,,,
Jank,33,188052,132.94,0.88,0.36,-5.42,0.09,0.13,0.03,0.19,0.43,,,,,
Jantsen,26,238581,135.85,0.96,0.57,-1.07,0.12,0.1,0.02,0.32,0.45,,,,,
Janusz Laskowski,29,193072,107.76,0.58,0.69,-9.64,0.04,0,0.48,0.15,0.71,,,,,
Jão,46,183045,127.26,0.51,0.64,-6.87,0.07,0,0.45,0.18,0.58,,,,,
Japandroids,24,251573,144.95,0.93,0.23,-4.46,0.1,0.29,0.01,0.18,0.22,,,,,
Japanese Breakfast,45,200509,117,0.6,0.47,-7.35,0.03,0.17,0.21,0.18,0.36,,,,,
Japanische Kampfhörspiele,19,141511,169.18,0.85,0.48,-6.91,0.2,0.2,0,0.75,0.46,,,,,
Japanther,25,131649,116.1,0.84,0.56,-6.4,0.05,0.18,0.11,0.16,0.59,,,,,
Jarabe De Palo,41,214494,115.2,0.66,0.74,-7.01,0.06,0,0.28,0.12,0.65,,,,,
Jared Anthony,36,139882,133,0.61,0.73,-6.93,0.06,0,0.16,0.11,0.41,,,,,
Jared Evan,29,216082,112.01,0.67,0.68,-4.77,0.04,0.01,0.05,0.12,0.66,,,,,
Jared James Nichols,27,199445,118.02,0.87,0.4,-4.51,0.07,0.03,0.03,0.28,0.4,,,,,
Jarell Smalls & Company,19,313056,143.4,0.82,0.51,-7.18,0.08,0,0.23,0.23,0.74,,,,,
Jarhead Fertilizer,20,103197,105.84,0.88,0.24,-9.31,0.11,0.68,0.01,0.4,0.35,,,,,
Jarle Waldemar,18,159677,131.34,0.34,0.55,-10.86,0.05,0.01,0.75,0.37,0.53,,,,,
Jaromir Nohavica,34,203017,107.22,0.45,0.58,-13.19,0.05,0,0.8,0.41,0.51,,,,,
Jarreau Vandal,47,166991,105.57,0.47,0.74,-7.89,0.17,0.22,0.61,0.12,0.52,,,,,
Jarren Benton,40,203080,115.95,0.73,0.71,-6.42,0.34,0,0.04,0.26,0.64,,,,,
Jarrod Morris,38,223343,105.65,0.59,0.57,-8.17,0.03,0,0.21,0.11,0.47,,,,,
Jars Of Clay,28,231185,120.27,0.72,0.55,-5.75,0.03,0,0.06,0.2,0.52,,,,,
Jasiah,54,139703,118.34,0.77,0.74,-4.63,0.28,0,0.15,0.24,0.57,,,,,
Jasleen Royal,42,214001,115.31,0.4,0.58,-10.27,0.04,0.04,0.69,0.16,0.37,,,,,
Jasmine Infiniti,19,338557,142.52,0.86,0.62,-9.32,0.09,0.8,0.11,0.17,0.27,,,,,
Jasmine Sokko,27,196112,120.8,0.61,0.72,-7.18,0.06,0,0.19,0.14,0.33,,,,,
Jasmon,26,262069,140.37,0.53,0.62,-11.41,0.04,0.6,0.25,0.1,0.47,,,,,
Jason & The Scorchers,25,184435,157.57,0.94,0.37,-4.56,0.09,0.01,0.01,0.21,0.5,,,,,
Jason Aldean,43,208880,135.49,0.75,0.54,-4.92,0.04,0,0.13,0.16,0.53,,,,,
Jason Boland & The Stragglers,25,249907,124.62,0.69,0.56,-6.89,0.04,0,0.23,0.4,0.65,,,,,
Jason Champion,24,199045,138.74,0.76,0.66,-5.37,0.08,0,0.07,0.12,0.72,,,,,
Jason Collett,16,227187,167.14,0.39,0.31,-9.12,0.03,0.01,0.09,0.1,0.35,,,,,
Jason Crabb,24,230556,129.52,0.6,0.53,-6.14,0.04,0,0.37,0.14,0.34,,,,,
Jason Derulo,44,202377,118.41,0.76,0.67,-4.72,0.1,0.01,0.08,0.18,0.61,,,,,
Jason Eady,31,207644,119.92,0.43,0.6,-9.2,0.04,0,0.49,0.14,0.49,,,,,
Jason Gray,40,206897,103.38,0.75,0.57,-6.28,0.04,0,0.12,0.21,0.54,,,,,
Jason Isbell,35,241965,113.03,0.38,0.5,-11.79,0.03,0,0.37,0.16,0.36,,,,,
Jason Isbell and the 400 Unit,36,253765,110.88,0.55,0.52,-9.36,0.04,0,0.27,0.17,0.45,,,,,
Jason Joshua,40,220349,96.68,0.6,0.63,-6.71,0.03,0.17,0.44,0.14,0.78,,,,,
Jason Kolàr,32,224752,92.95,0.18,0.34,-19.22,0.05,0.93,0.93,0.1,0.11,,,,,
Jason Lancaster,25,220025,144.15,0.78,0.47,-4.94,0.08,0,0.17,0.31,0.49,,,,,
Jason Manford,20,221951,81.3,0.22,0.26,-12.17,0.03,0,0.7,0.09,0.1,,,,,
Jason Meadows,22,192653,126.42,0.76,0.54,-4.35,0.04,0,0.02,0.25,0.49,,,,,
Jason Michael Carroll,26,227793,130.52,0.75,0.54,-4.45,0.04,0,0.18,0.24,0.58,,,,,
Jason Mighty,21,225164,120.84,0.65,0.7,-6.18,0.09,0,0.08,0.17,0.74,,,,,
Jason Nelson,25,350794,110.88,0.61,0.4,-6.53,0.05,0,0.4,0.22,0.31,,,,,
Jason Payne,29,204082,160.01,0.97,0.48,-3.87,0.34,0,0.05,0.21,0.21,,,,,
Jason Ross,30,227747,134.29,0.76,0.48,-5.59,0.07,0.09,0.14,0.19,0.25,,,,,
Jasper De Ceuster,40,253046,128.67,0.61,0.58,-11.24,0.03,0.84,0.35,0.11,0.29,,,,,
Jasper Street Co.,23,230406,123.01,0.92,0.73,-5.64,0.12,0.01,0.01,0.12,0.76,,,,,
Jasper Tygner,42,210887,127.93,0.68,0.68,-10.12,0.08,0.73,0.45,0.12,0.28,,,,,
Jass Manak,62,188628,132.51,0.63,0.65,-6.77,0.1,0,0.25,0.33,0.43,,,,,
Jasta,23,222418,127.16,0.96,0.43,-3.65,0.12,0,0,0.32,0.3,,,,,
Jatin-Lalit,57,365223,107.01,0.65,0.61,-11.04,0.06,0,0.45,0.24,0.71,,,,,
Jauria Santa,56,241454,124.78,0.31,0.85,-13.37,0.11,0,0.24,0.17,0.5,,,,,
Jauz,36,229890,132.11,0.87,0.65,-4.59,0.1,0.15,0.06,0.21,0.38,,,,,
Javelin,23,152477,151.17,0.6,0.52,-9.77,0.04,0.7,0.43,0.25,0.7,,,,,
Javier,28,273311,104.12,0.63,0.7,-6.68,0.04,0,0.18,0.06,0.52,,,,,
Javier Bátiz,26,206526,121.77,0.61,0.55,-11.11,0.04,0.08,0.11,0.22,0.74,,,,,
Javiera Mena,36,253248,127.31,0.68,0.58,-7.56,0.03,0.1,0.21,0.14,0.55,,,,,
Jawbreaker,24,224103,123.14,0.93,0.33,-7.37,0.07,0.21,0,0.21,0.51,,,,,
Jawga Boyz,28,245079,120.01,0.66,0.76,-6.92,0.09,0,0.07,0.18,0.49,,,,,
Jawga Sparxxx,33,198611,100.83,0.65,0.77,-6.48,0.1,0,0.24,0.18,0.36,,,,,
JAWNY,52,178578,133.9,0.71,0.62,-5.61,0.12,0,0.31,0.27,0.62,,,,,
Jawsh 685,74,178140,149.96,0.54,0.77,-7.11,0.09,0,0.2,0.29,0.71,,,,,
Jax,44,178512,141.02,0.46,0.64,-7.71,0.1,0,0.49,0.16,0.54,,,,,
Jax Jones,54,191635,121.79,0.78,0.75,-5.5,0.07,0.05,0.13,0.16,0.68,,,,,
JAXSON GAMBLE,30,171903,134.13,0.83,0.6,-3.81,0.13,0.03,0.05,0.22,0.54,,,,,
Jaxxon D. Silva,42,160344,139.7,0.58,0.71,-9.46,0.11,0.05,0.27,0.14,0.46,,,,,
Jay & The Americans,29,179095,126.13,0.64,0.61,-8.81,0.05,0,0.59,0.36,0.76,,,,,
Jay Critch,53,165085,118.85,0.55,0.78,-9.12,0.24,0,0.23,0.1,0.26,,,,,
Jay Daniel,20,237730,123.72,0.54,0.76,-9.5,0.12,0.85,0.24,0.15,0.47,,,,,
Jay Dee,34,137860,113.18,0.43,0.75,-11.02,0.27,0.15,0.26,0.26,0.66,,,,,
Jay Dunham,34,210867,117.68,0.86,0.72,-5.97,0.05,0.57,0.01,0.35,0.34,,,,,
Jay Electronica,46,223114,86.01,0.64,0.5,-12.12,0.21,0,0.27,0.18,0.34,,,,,
Jay Farrar,25,190378,118.63,0.47,0.51,-9.86,0.03,0.01,0.45,0.11,0.48,,,,,
Jay Fase,24,400131,122.01,0.82,0.8,-7.32,0.05,0.82,0.09,0.1,0.4,,,,,
Jay FM,30,241128,119.5,0.61,0.63,-11.72,0.04,0.86,0.06,0.18,0.13,,,,,
Jay Hardway,34,182134,126.21,0.85,0.64,-4.05,0.05,0.38,0.04,0.3,0.34,,,,,
Jay Lumen,31,425500,128.67,0.85,0.78,-6.76,0.06,0.82,0.01,0.14,0.35,,,,,
Jay McShann,27,304814,122.91,0.24,0.65,-13.31,0.05,0.09,0.79,0.16,0.53,,,,,
Jay Munly,24,376840,116.04,0.47,0.33,-5.32,0.03,0,0.01,0.1,0.13,,,,,
Jay Prince,38,245552,113.91,0.69,0.69,-7.17,0.13,0,0.23,0.08,0.55,,,,,
Jay Pryor,42,185231,123.44,0.81,0.68,-6.5,0.07,0.12,0.05,0.22,0.45,,,,,
Jay Reatard,23,128558,138.95,0.95,0.34,-1.95,0.08,0.06,0.18,0.33,0.52,,,,,
Jay Reeve,26,226820,130.03,0.89,0.45,-4.64,0.07,0.07,0.03,0.26,0.34,,,,,
Jay Rock,49,229223,112.27,0.71,0.7,-5.63,0.3,0,0.23,0.27,0.5,,,,,
Jay Roxxx,38,188792,146.19,0.56,0.63,-7.26,0.08,0,0.34,0.09,0.63,,,,,
Jay Sean,47,211809,112.31,0.67,0.68,-5.53,0.07,0,0.19,0.22,0.61,,,,,
Jay Sek,35,150999,116.68,0.61,0.63,-7.56,0.06,0.01,0.38,0.13,0.41,,,,,
Jay Som,36,207283,118.56,0.58,0.54,-8.01,0.04,0.35,0.25,0.19,0.54,,,,,
Jay Vegas,27,293429,121.67,0.85,0.76,-7.23,0.05,0.52,0.01,0.22,0.72,,,,,
Jay Wheeler,77,185545,101.4,0.66,0.84,-4.72,0.13,0,0.34,0.17,0.63,,,,,
Jay Wile,36,224872,110.81,0.29,0.55,-12.58,0.09,0,0.39,0.09,0.49,,,,,
Jaya The Cat,35,192156,115.94,0.8,0.67,-6.49,0.07,0,0.02,0.29,0.84,,,,,
JayBlem,25,139187,125.07,0.59,0.67,-7.36,0.23,0,0.42,0.12,0.44,,,,,
Jayda G,47,261948,124,0.72,0.75,-9.89,0.1,0.62,0.09,0.13,0.5,,,,,
JayDaYoungan,52,162601,124.83,0.56,0.8,-9.29,0.32,0,0.31,0.14,0.51,,,,,
Jaydee,29,219701,103.33,0.4,0.8,-11.37,0.12,0.65,0.07,0.15,0.56,,,,,
Jaye Hammer,27,282421,119.28,0.63,0.8,-7.25,0.04,0,0.25,0.14,0.86,,,,,
Jay-Jay Johanson,27,265793,116.21,0.55,0.63,-10.21,0.06,0.2,0.43,0.14,0.48,,,,,
Jayke Orvis,22,192712,134.41,0.63,0.63,-9.73,0.04,0.1,0.34,0.2,0.66,,,,,
Jayla Darden,44,153530,126.37,0.51,0.74,-8,0.09,0.05,0.15,0.1,0.4,,,,,
Jaylib,31,184912,129.65,0.72,0.61,-7.84,0.4,0.03,0.19,0.32,0.64,,,,,
Jaylon Ashaun,46,119221,123.36,0.57,0.69,-6.94,0.1,0,0.3,0.19,0.53,,,,,
Jaymes Young,51,225588,118.35,0.51,0.57,-9.35,0.06,0.01,0.39,0.23,0.47,,,,,
Jayo Felony,24,231200,83.17,0.85,0.73,-3.83,0.28,0,0.02,0.14,0.58,,,,,
Jaytech,23,299849,122.23,0.77,0.6,-7.3,0.04,0.76,0,0.18,0.24,,,,,
Jaywon,22,233102,120.08,0.66,0.69,-5.27,0.17,0.02,0.38,0.24,0.68,,,,,
JayXander,27,176164,129.85,0.61,0.56,-9.39,0.08,0.02,0.28,0.23,0.5,,,,,
JAY-Z,43,243773,107.6,0.79,0.67,-4.72,0.27,0.01,0.13,0.23,0.56,,,,5,
Jaz Karis,49,178815,101.62,0.42,0.59,-9.34,0.17,0.02,0.53,0.15,0.51,,,,,
Jazmine Sullivan,38,217647,119.4,0.62,0.61,-5.79,0.09,0,0.28,0.16,0.53,,,9,,
Jazz Cartier,44,192948,136.61,0.63,0.68,-7.55,0.27,0,0.2,0.29,0.54,,,,,
Jazz Funk Soul,27,276614,100.62,0.67,0.74,-9.21,0.05,0.51,0.23,0.13,0.79,,,,,
Jazz Liberatorz,30,224358,98.48,0.55,0.66,-9.98,0.23,0.22,0.23,0.2,0.6,,,,,
Jazz Spastiks,30,179018,91.4,0.64,0.78,-7.58,0.17,0.33,0.23,0.26,0.76,,,,,
Jazzamor,31,242226,116.82,0.59,0.71,-9.97,0.05,0.31,0.44,0.18,0.62,,,,,
Jazzanova,23,258625,115.29,0.62,0.69,-9.25,0.06,0.27,0.19,0.15,0.69,,,,,
Jazzinuf,43,148061,93.16,0.52,0.7,-9.3,0.12,0.53,0.46,0.18,0.55,,,,,
JazzyCal,42,157411,112.68,0.21,0.66,-16.84,0.04,0.82,0.74,0.2,0.26,,,,,
JazzyFunk,24,298989,121,0.64,0.84,-7.34,0.07,0.1,0.13,0.19,0.54,,,,,
JB and The Moonshine Band,28,207636,130.15,0.8,0.52,-4.91,0.04,0,0.06,0.22,0.56,,,,,
JB Mpiana,25,414136,128.34,0.78,0.59,-6.32,0.16,0,0.52,0.24,0.82,,,,,
JBABE,31,177864,98.38,0.46,0.62,-8.43,0.05,0.32,0.47,0.12,0.58,,,,,
JBee,69,160349,125.35,0.54,0.69,-9.22,0.37,0,0.44,0.13,0.6,,,,,
JC Brooks & The Uptown Sound,28,217021,140.12,0.64,0.6,-6.14,0.04,0,0.39,0.12,0.74,,,,,
JD Emmanuel,22,371409,118.58,0.08,0.17,-23.77,0.04,0.93,0.94,0.1,0.08,,,,,
JD McPherson,28,186337,124.83,0.69,0.63,-7.03,0.05,0.03,0.41,0.17,0.8,,,,,
JDX,28,272993,151.56,0.82,0.45,-6.23,0.1,0.01,0,0.27,0.17,,,,,
Jean Carn,26,298812,136.28,0.61,0.61,-9.24,0.06,0.03,0.25,0.09,0.73,,,,,
Jean Dawson,47,192170,136.61,0.72,0.53,-5.98,0.1,0.04,0.36,0.35,0.4,,,,,
Jean Deaux,44,163737,98.71,0.6,0.76,-7.59,0.23,0,0.24,0.21,0.65,,,,,
Jean du Voyage,45,199304,122.5,0.41,0.76,-11.93,0.08,0.62,0.38,0.18,0.19,,,,,
Jean Elan,34,252475,128,0.72,0.82,-6.19,0.07,0.13,0,0.39,0.62,,,,,
Jean Mare,27,261932,141.25,0.73,0.54,-7.93,0.03,0.79,0.27,0.14,0.42,,,,,
Jean Rene Charles,19,304435,108.84,0.72,0.69,-6.33,0.04,0,0.21,0.24,0.63,,,,,
Jean Seizure,37,197281,113.18,0.32,0.61,-12.19,0.08,0,0.48,0.1,0.37,,,,,
Jean Tonique,28,220453,118.98,0.7,0.8,-7.34,0.11,0.35,0.21,0.15,0.72,,,,,
Jean Wells,20,161578,143.42,0.63,0.48,-5.5,0.04,0.01,0.21,0.12,0.61,,,,,
Jean-Baptiste Lully,19,147640,92.18,0.11,0.36,-21.35,0.04,0.56,0.92,0.18,0.37,,,,,
Jeanette Biedermann,27,225680,108.04,0.62,0.59,-5.22,0.03,0,0.29,0.29,0.54,,,,,
JEANIE,24,169041,121.92,0.91,0.58,-2.46,0.12,0.16,0.01,0.24,0.24,,,,,
Jean-Michel Blais,31,227384,104.53,0.16,0.34,-20.22,0.04,0.86,0.95,0.14,0.17,,,,,
Jean-Michel Jarre,25,275075,114.78,0.67,0.5,-8.35,0.04,0.38,0.18,0.18,0.4,,,,,
Jeanne Added,26,227955,129.86,0.46,0.58,-10.36,0.05,0.02,0.46,0.1,0.2,,,,,
Jean-Philippe Rameau,21,142476,106.99,0.17,0.36,-22.33,0.05,0.47,0.94,0.18,0.41,,,,,
Jebase,26,212294,128.58,0.64,0.66,-9.44,0.07,0.42,0.26,0.25,0.26,,,,,
Jebediah,28,248613,141.75,0.94,0.41,-3.66,0.09,0,0,0.16,0.45,,,,,
Jebroer,31,184909,143.92,0.84,0.63,-4.96,0.13,0.01,0.12,0.18,0.37,,,,,
Jeckyll & Hyde,27,224244,146.13,0.9,0.56,-5.56,0.06,0.42,0.01,0.28,0.34,,,,,
Jedi Mind Tricks,27,214870,103.22,0.84,0.66,-5.41,0.23,0.05,0.13,0.24,0.59,,,,,
jeebanoff,42,224505,124.58,0.65,0.67,-6.77,0.24,0,0.53,0.09,0.61,,,,,
Jeezy,38,238864,117.37,0.71,0.61,-6.64,0.21,0,0.07,0.27,0.4,,,,,
Jef Miles,31,243561,124.66,0.58,0.64,-8.88,0.05,0.26,0.13,0.14,0.26,,,,,
Jeff & Sheri Easter,22,210678,120.33,0.52,0.56,-6.94,0.03,0,0.4,0.18,0.45,,,,,
Jeff Bates,23,213660,97.33,0.54,0.51,-7.29,0.03,0,0.15,0.15,0.36,,,,,
Jeff Beck,27,265148,117.31,0.67,0.44,-7.7,0.07,0.25,0.27,0.28,0.34,,,,,
Jeff Bernat,38,218754,96.77,0.44,0.66,-7.85,0.14,0,0.66,0.14,0.53,,,,,
Jeff Bjorck,21,258269,124.03,0.14,0.41,-19.54,0.06,0.92,0.99,0.12,0.26,,,,,
Jeff Bradshaw,24,270253,89.67,0.37,0.72,-12.03,0.11,0.19,0.21,0.16,0.43,,,,,
Jeff Buckley,35,380912,110.06,0.29,0.4,-10.95,0.03,0.01,0.8,0.14,0.3,,,,,
Jeff Carson,19,248707,131.9,0.36,0.48,-9.41,0.03,0,0.55,0.11,0.17,,,,,
Jeff Cascaro,40,272801,117.42,0.53,0.75,-9.56,0.06,0.01,0.32,0.11,0.68,,,,,
Jeff Floyd,30,332491,110.23,0.6,0.81,-6.93,0.04,0,0.16,0.14,0.74,,,,,
Jeff Fullyauto,31,166851,144.13,0.59,0.72,-6.48,0.26,0,0.32,0.2,0.5,,,,,
Jeff Healey,23,325395,126.24,0.66,0.45,-9.61,0.04,0.01,0.29,0.53,0.68,,,,,
Jeff Kollman,29,73240,177.56,0.26,0.35,-11.71,0.04,0.95,0.27,0.16,0.29,,,,,
Jeff Lorber,23,275162,105.8,0.61,0.67,-10.04,0.04,0.74,0.34,0.14,0.61,,,,,
Jeff Mills,31,419141,132.03,0.78,0.66,-9.11,0.07,0.67,0.01,0.25,0.39,,,,,
Jeff Oster,21,298737,87.71,0.23,0.3,-15.17,0.04,0.73,0.83,0.11,0.22,,,,,
Jeff Parker,23,250021,96.84,0.2,0.55,-17.35,0.06,0.79,0.77,0.13,0.35,,,,,
Jeff Pearce,21,252415,96.41,0.15,0.29,-20.07,0.04,0.92,0.91,0.1,0.06,,,,,
Jeff Peterson,20,225224,114.82,0.19,0.46,-17.66,0.04,0.9,0.95,0.17,0.29,,,,,
Jeff Riv3r & Mike F,46,185246,104.54,0.74,0.65,-5.68,0.06,0,0.14,0.09,0.46,,,,,
